1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,50,50,0,1,1,75,75,75,75,75,75,50,50,50,50,50,75,75,75,75,75,75,76,76,76,75,75,75,76,76,76,76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,125,125,100,125,125,125,125,125,125,125,125,125,125,125,125,151,151,125,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,200,200,200,150,150,201,200,175,175,175,200,201,201,201,200,200,200,175,200,200,201,201,201,201,225,225,225,201,200,200,200,201,225,225,225,225,225,225,225,225,225,225,225,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,275,275,275,275,275,276,276,276,276,275,300,300,300,300,276,276,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,351,351,351,351,351,325,350,325,325,325,325,325,351,351,351,350,350,350,350,350,350,350,350,350,350,
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,50,50,0,1,1,75,75,75,75,75,75,50,50,50,50,76,75,75,75,75,75,75,76,76,76,75,75,76,76,76,76,76,76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,125,125,125,125,125,125,125,125,125,125,125,125,125,125,151,125,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,200,200,150,150,201,200,175,175,175,200,200,201,201,200,200,200,200,175,200,201,201,200,201,201,225,225,201,201,200,200,201,201,225,225,225,225,225,225,225,225,225,225,225,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,275,275,275,250,275,276,276,276,275,275,300,300,300,300,276,276,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,351,351,351,351,325,350,325,325,325,325,325,351,351,351,350,350,350,350,350,350,350,350,350,350,
1,1,1,1,1,1,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1,1,1,1,1,75,75,75,75,75,75,50,50,50,50,75,75,75,75,75,75,75,76,76,76,75,75,76,76,76,76,76,76,76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,200,200,200,200,200,175,175,175,175,200,200,200,200,175,175,175,175,175,200,200,201,201,201,201,201,201,201,200,200,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,275,275,275,275,275,276,276,276,275,275,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,351,351,351,351,325,325,325,325,325,325,325,351,351,351,351,350,350,350,350,350,350,350,350,350,
1,1,1,1,1,1,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1,1,1,1,1,75,75,75,75,75,75,50,50,50,50,75,75,75,75,75,75,75,76,76,76,76,75,76,76,76,76,76,76,76,76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,175,175,200,200,200,200,175,175,175,200,200,200,200,175,175,175,175,175,175,200,200,200,201,201,201,201,201,200,200,200,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,275,275,275,275,275,275,276,276,276,275,275,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,351,351,351,351,325,325,325,325,325,325,325,351,351,351,351,350,350,350,350,350,350,350,350,350,
1,1,1,1,1,1,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1,1,1,1,1,75,75,75,75,75,75,50,50,50,50,75,75,75,75,75,75,76,76,76,76,76,75,75,75,76,76,76,76,76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,175,175,175,175,200,200,175,175,175,175,175,175,175,175,175,175,175,175,175,175,200,200,200,200,201,201,201,200,200,200,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,275,275,275,275,275,275,276,276,276,275,275,275,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,351,351,351,351,351,325,325,325,325,325,325,325,351,351,351,351,350,350,350,350,350,350,350,350,350,
1,1,1,1,1,1,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1,1,1,1,75,75,75,75,75,75,50,50,50,50,75,75,75,75,75,75,76,76,76,76,76,75,75,75,75,76,76,76,76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,150,150,150,150,150,150,150,150,150,150,150,151,151,151,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,200,200,200,200,200,201,201,225,200,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,275,275,275,275,275,275,276,276,276,275,275,275,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,351,351,351,351,351,325,325,325,325,325,325,325,351,351,351,351,350,350,350,350,350,350,350,350,350,
1,1,1,1,1,1,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1,1,1,1,75,75,75,75,75,75,50,50,50,50,75,75,75,75,75,75,75,76,76,76,76,75,75,75,75,75,76,76,76,76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,150,150,150,150,150,150,150,150,150,150,150,151,151,151,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,200,200,200,200,226,201,201,201,200,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,275,275,275,275,275,275,275,276,276,276,275,275,275,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,351,351,351,351,325,325,325,325,325,325,325,325,351,351,351,351,350,350,350,350,350,350,350,350,350,
1,1,1,1,1,1,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1,1,1,1,75,75,75,75,75,75,50,50,50,50,75,75,75,75,75,75,75,76,76,76,76,75,75,75,75,75,76,76,76,76,76,76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,150,150,150,150,150,150,150,150,150,151,151,151,151,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,200,200,200,200,226,226,225,201,226,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,275,275,275,275,275,275,275,276,276,276,275,275,275,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,351,351,351,351,325,325,325,325,325,325,325,325,351,351,351,351,350,350,350,350,350,350,350,350,350,
1,1,1,1,1,1,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1,1,1,1,75,75,75,75,75,75,50,50,50,50,75,75,75,75,75,75,75,76,76,76,75,75,75,75,75,76,76,76,76,76,76,76,76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,126,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,150,150,150,150,150,150,150,151,151,151,151,151,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,201,175,201,226,201,201,226,226,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,275,275,275,275,275,275,275,275,276,276,276,275,275,275,275,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,351,351,351,351,325,325,325,325,325,325,325,325,351,351,351,351,350,350,350,350,350,350,350,350,350,
1,1,1,1,1,1,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1,1,1,1,75,75,75,75,75,75,50,50,50,50,75,75,75,75,75,75,75,76,76,76,75,75,75,75,75,75,76,76,76,76,76,76,76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,126,126,126,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,150,150,150,150,150,150,150,151,151,151,151,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,201,201,201,201,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,275,275,275,275,275,275,275,276,276,276,275,275,275,275,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,351,351,351,351,351,351,325,325,325,325,325,325,351,351,351,351,350,350,350,350,350,350,350,350,350,
