0,0,0, ,*,-1,-1,-,-,*,0,-1,-,-,*,1,-1,-,-,*,-1,0,-,-,*,0,0,0,0.384583,*,1,0,1,0.859953,*,-1,1,-,-,*,0,1,9,5.00431,*,1,1,10,5.27587,
0,1,150, ,*,-1,-1,-,-,*,0,-1,-,-,*,1,-1,-,-,*,-1,0,-,-,*,0,0,0,0.361347,*,1,0,1,0.849816,*,-1,1,-,-,*,0,1,9,5.00258,*,1,1,10,5.27423,
0,2,300, ,*,-1,-1,-,-,*,0,-1,-,-,*,1,-1,-,-,*,-1,0,-,-,*,0,0,0,0.339926,*,1,0,1,0.840931,*,-1,1,-,-,*,0,1,9,5.00108,*,1,1,10,5.2728,
0,3,450, ,*,-1,-1,-,-,*,0,-1,-,-,*,1,-1,-,-,*,-1,0,-,-,*,0,0,0,0.320686,*,1,0,1,0.833339,*,-1,1,-,-,*,0,1,9,4.9998,*,1,1,10,5.2716,
0,4,600, ,*,-1,-1,-,-,*,0,-1,-,-,*,1,-1,-,-,*,-1,0,-,-,*,0,0,0,0.304039,*,1,0,1,0.827076,*,-1,1,-,-,*,0,1,9,4.99876,*,1,1,10,5.27061,
0,5,750, ,*,-1,-1,-,-,*,0,-1,-,-,*,1,-1,-,-,*,-1,0,-,-,*,0,0,0,0.290433,*,1,0,1,0.822172,*,-1,1,-,-,*,0,1,9,4.99796,*,1,1,10,5.26984,
0,6,900, ,*,-1,-1,-,-,*,0,-1,-,-,*,1,-1,-,-,*,-1,0,-,-,*,0,0,0,0.28031,*,1,0,1,0.818651,*,-1,1,-,-,*,0,1,9,4.99738,*,1,1,10,5.26929,
0,7,1050, ,*,-1,-1,-,-,*,0,-1,-,-,*,1,-1,-,-,*,-1,0,-,-,*,0,0,0,0.274057,*,1,0,1,0.816531,*,-1,1,-,-,*,0,1,9,4.99703,*,1,1,10,5.26897,
0,8,1200, ,*,-1,-1,-,-,*,0,-1,-,-,*,1,-1,-,-,*,-1,0,-,-,*,0,0,0,0.271941,*,1,0,1,0.815823,*,-1,1,-,-,*,0,1,9,4.99692,*,1,1,10,5.26886,
0,9,1350, ,*,-1,-1,-,-,*,0,-1,-,-,*,1,-1,-,-,*,-1,0,-,-,*,0,0,0,0.274057,*,1,0,1,0.816531,*,-1,1,-,-,*,0,1,9,4.99703,*,1,1,10,5.26897,
